TITLE;Computer Science
Sufficient conditions for the forcing theorem, and turning proper classes into sets;1
Cauchy problem for effectively hyperbolic operators with triple characteristics;1
\textit{Ab Initio} results for the Static Structure Factor of the Warm Dense Electron Gas;0
Delooping the functor calculus tower;1
Area Law Violations and Quantum Phase Transitions in Modified Motzkin Walk Spin Chains;1
Diffusion and confusion of chaotic iteration based hash functions;1
L1188: a promising candidate of cloud-cloud collision triggering the formation of the low- and intermediate-mass stars;0
Asymmetric Matrix-Valued Covariances for Multivariate Random Fields on Spheres;1
A dynamic stochastic blockmodel for interaction lengths;0
Do we agree on user interface aesthetics of Android apps?;1
A Solution for Large-scale Multi-object Tracking;1
Cooperative Localisation of a GPS-Denied UAV using Direction of Arrival Measurements;1
Optical Surface Properties and their RF Limitations of European XFEL Cavities;0
A comment on `An improved macroscale model for gas slip flow in porous media';1
AdaComp : Adaptive Residual Gradient Compression for Data-Parallel Distributed Training;1
Halo-independent determination of the unmodulated WIMP signal in DAMA: the isotropic case;0
Can Deep Reinforcement Learning Solve Erdos-Selfridge-Spencer Games?;1
Memristor equations: incomplete physics and undefined passivity/activity;0
Astrophysical uncertainties on the local dark matter distribution and direct detection experiments;1
On Reliability-Aware Server Consolidation in Cloud Datacenters;1
A novel quantum dynamical approach in electron microscopy combining wave-packet propagation with Bohmian trajectories;1
Convex equipartitions of colored point sets;1
Logic Programming Petri Nets;1
Unique Continuation through Hyperplane for Higher Order Parabolic and Shrödinger Equations;0
Fashion Conversation Data on Instagram;1
Viscous flow in a soft valve;0
Superheavy Thermal Dark Matter and Primordial Asymmetries;0
Time-dependent population imaging for solid high harmonic generation;0
Group Sparse Bayesian Learning for Active Surveillance on Epidemic Dynamics;1
FNS: an event-driven spiking neural network framework for efficient simulations of large-scale brain models;1
Synchronization, phase slips and coherent structures in area-preserving maps;0
Design of Real-time Semantic Segmentation Decoder for Automated Driving;1
Nonparametric covariance estimation for mixed longitudinal studies, with applications in midlife women's health;0
Deep Learning for Real-time Gravitational Wave Detection and Parameter Estimation with LIGO Data;1
Note on local coisotropic Floer homology and leafwise fixed points;0
Geometric Surface-Based Tracking Control of a Quadrotor UAV under Actuator Constraints;1
Estimating the rate of defects under imperfect sampling inspection - a new approach;0
Measuring heavy-tailedness of distributions;1
Inductive $k$-independent graphs and $c$-colorable subgraphs in scheduling: A review;0
The word and order problems for self-similar and automata groups;0
Machine Teaching: A New Paradigm for Building Machine Learning Systems;1
Totally geodesic submanifolds of Teichmuller space;1
Towards a splitting of the $K(2)$-local string bordism spectrum;1
Osmotic and diffusio-osmotic flow generation at high solute concentration. I. Mechanical approaches;1
Accurate and Efficient Estimation of Small P-values with the Cross-Entropy Method: Applications in Genomic Data Analysis;1
Does the Testing Level affect the Prevalence of Coincidental Correctness?;1
High-Dimensional Dependency Structure Learning for Physical Processes;0
Lax orthogonal factorisations in monad-quantale-enriched categories;0
Radiation reaction for spinning bodies in effective field theory I: Spin-orbit effects;1
On the geometric notion of connection and its expression in tangent categories;1
Objective priors for the number of degrees of freedom of a multivariate t distribution and the t-copula;1
PROBE: Predictive Robust Estimation for Visual-Inertial Navigation;0
Ethical Artificial Intelligence - An Open Question;1
Self-Attentive Model for Headline Generation;0
Localized Recombining Plasma in G166.0+4.3: A Supernova Remnant with an Unusual Morphology;0
Visualizing Design Erosion: How Big Balls of Mud are Made;1
Hierarchical Representations for Efficient Architecture Search;0
A return to eddy viscosity model for epistemic UQ in RANS closures;1
A Neural Network model with Bidirectional Whitening;1
Regularity gradient estimates for weak solutions of singular quasi-linear parabolic equations;0
Learning to Avoid Errors in GANs by Manipulating Input Spaces;0
Improving 6D Pose Estimation of Objects in Clutter via Physics-aware Monte Carlo Tree Search;1
On the benefits of output sparsity for multi-label classification;1
On wrapping number, adequacy and the crossing number of satellite knots;1
On the Applicability of Delicious for Temporal Search on Web Archives;0
The Geometry and Topology of Data and Information for Analytics of Processes and Behaviours: Building on Bourdieu and Addressing New Societal Challenges;1
Conformal Twists, Yang-Baxter $σ$-models & Holographic Noncommutativity;0
AWEsome: An open-source test platform for airborne wind energy systems;1
A one-dimensional mathematical model of collecting lymphatics coupled with an electro-fluid-mechanical contraction model and valve dynamics;1
$A_{n}$-type surface singularity and nondisplaceable Lagrangian tori;0
Cascade LSTM Based Visual-Inertial Navigation for Magnetic Levitation Haptic Interaction;0
Local Feature Descriptor Learning with Adaptive Siamese Network;1
Unbounded cache model for online language modeling with open vocabulary;0
Finite-Range Coulomb Gas Models of Banded Random Matrices and Quantum Kicked Rotors;0
Dual Loomis-Whitney inequalities via information theory;0
Cubic lead perovskite PbMoO3 with anomalous metallic behavior;0
On Long Memory Origins and Forecast Horizons;1
Detecting Disguised Plagiarism;1
Stellar population synthesis based modelling of the Milky Way using asteroseismology of dwarfs and subgiants from Kepler;1
EmbNum: Semantic labeling for numerical values with deep metric learning;0
A Network Epidemic Model for Online Community Commissioning Data;1
Descent and Galois theory for Hopf categories;1
On winning strategies for Banach-Mazur games;0
Dynamical instability of the electric transport in strongly fluctuating superconductors;0
Controlling Multimode Optomechanical Interactions via Interference;0
Online Adaptive Principal Component Analysis and Its extensions;0
Diffusion MRI measurements in challenging head and brain regions via cross-term spatiotemporally encoding;1
Full Workspace Generation of Serial-link Manipulators by Deep Learning based Jacobian Estimation;0
Linear regression without correspondence;0
Toward sensitive document release with privacy guarantees;0
Remarks on the Birch-Swinnerton-Dyer conjecture;0
Trajectory Optimization for Cooperative Dual-band UAV Swarms;1
A monad for full ground reference cells;1
Learning Deep Visual Object Models From Noisy Web Data: How to Make it Work;1
Existence of either a periodic collisional orbit or infinitely many consecutive collision orbits in the planar circular restricted three-body problem;1
Finding AND-OR Hierarchies in Workflow Nets;0
Fusarium Damaged Kernels Detection Using Transfer Learning on Deep Neural Network Architecture;1
About simple variational splines from the Hamiltonian viewpoint;0
Adaptive Grasp Control through Multi-Modal Interactions for Assistive Prosthetic Devices;1
Generalization of Effective Conductance Centrality for Egonetworks;0
Three-dimensional oscillatory magnetic reconnection;1
Limits of Risk Predictability in a Cascading Alternating Renewal Process Model;0
Self-contracted curves have finite length;0
Unsupervised robust nonparametric learning of hidden community properties;0
OPEB: Open Physical Environment Benchmark for Artificial Intelligence;1
The First Measurement of the $2^{3}S_{1} \rightarrow 3^{3}P - 2^{3}P$ Tune-Out Wavelength in He*;0
WheelCon: A wheel control-based gaming platform for studying human sensorimotor control;0
Depression and Self-Harm Risk Assessment in Online Forums;0
Quantum dilogarithm identities for the square product of A-type Dynkin quivers;1
A Probabilistic Linear Genetic Programming with Stochastic Context-Free Grammar for solving Symbolic Regression problems;1
Trace-free ${\rm SL}(2,\mathbb{C})$-representations of arborescent links;0
Algorithms for Weighted Sums of Squares Decomposition of Non-negative Univariate Polynomials;1
The Calkin algebra is $\aleph_1$-universal;0
Learning Structured Semantic Embeddings for Visual Recognition;0
Estimators for a Class of Bivariate Measures of Concordance for Copulas;1
Variational treatment of electron-polyatomic molecule scattering calculations using adaptive overset grids;1
Geometry of quantum dynamics in infinite dimension;0
Canonical tilting relative generators;0
Groupwise Structural Parcellation of the Cortex: A Sound Approach Based on Logistic Models;0
Modeling Biological Problems in Computer Science: A Case Study in Genome Assembly;1
MEC: Memory-efficient Convolution for Deep Neural Network;1
On age of 6070 Rheinland and 54827 (2001 NQ8) asteroid pair;1
First-Order Reversal Curves of the Magnetostructural Phase Transition in FeTe;1
Data Analytics on Online Labor Markets: Opportunities and Challenges;1
Analyzing the Robustness of Nearest Neighbors to Adversarial Examples;0
Non Uniform On Chip Power Delivery Network Synthesis Methodology;1
Translating ceRNA susceptibilities into correlation functions;0
Impact of energetic particle orbits on long range frequency chirping of BGK modes;1
An Executable Specification of Typing Rules for Extensible Records based on Row Polymorphism;1
A Computational Model of a Single-Photon Avalanche Diode Sensor for Transient Imaging;1
On Certain Tilting Modules for SL2;1
First-order Methods Almost Always Avoid Saddle Points;1
Faster Algorithms for Computing Maximal 2-Connected Subgraphs in Sparse Directed Graphs;1
Summable Reparameterizations of Wasserstein Critics in the One-Dimensional Setting;1
Fingering instabilities and pattern formation in a two-component dipolar Bose-Einstein condensate;1
Fast Information-theoretic Bayesian Optimisation;0
ExoMol molecular line lists XX: a comprehensive line list for H$_3^+$;1
Robust and Sparse Regression in GLM by Stochastic Optimization;0
A Hint-Based Technique for System Level Model-Based Test Case Prioritization;0
Control of birhythmicity: A self-feedback approach;0
